2025-01-18,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 444468956251 PRESTO,10.0,
2025-01-19,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 880555439244 PRESTO,9.0,
2025-01-20,Point of Sale - Interac RETAIL PURCHASE 522797059792 PIZZA,12.0,
2025-01-21,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 979796981427 PRESTO,5.0,
2025-01-21,Internet Banking INTERNET TRANSFER 986463128183 ,51.0,
2025-01-24,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 504161460349 PRESTO,11.0,
2025-01-24,Point of Sale - Interac RETAIL PURCHASE 072129215729 PIZZA,12.0,
2025-01-25,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 157579433710 PRESTO,3.0,
2025-01-26,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 646935386903 PRESTO,6.0,
2025-01-27,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 364665204578 PRESTO,9.0,
2025-01-28,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 256480865092 PRESTO,4.0,
2025-01-28,Point of Sale - Interac RETAIL PURCHASE 806849376939 PIZZA,18.0,
2025-01-28,Internet Banking INTERNET TRANSFER 089849535459 ,80.0,
2025-01-29,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 369007275471 PRESTO,12.0,
2025-01-30,Point of Sale - Interac RETAIL PURCHASE 571392352667 PIZZA,14.0,
2025-01-31,Branch Transaction CREDIT MEMO ,,7000.0
2025-01-31,Internet Banking INTERNET TRANSFER 178752671254 ,50000.0,
2025-01-31,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 160037563701 PRESTO,7.0,
2025-02-01,Internet Banking E-TRANSFER 240399168154 BLUE HOCKEY CLUB,50.0,
2025-02-02,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 816659706000 PRESTO,12.0,
2025-02-03,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 657169967113 PRESTO,3.0,
2025-02-03,Point of Sale - Interac RETAIL PURCHASE 478396424127 PIZZA,17.0,
2025-02-04,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 055852751996 PRESTO,8.0,
2025-02-04,Internet Banking INTERNET TRANSFER 858247631127 ,74.0,
2025-02-05,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 247637232426 PRESTO,11.0,
2025-02-06,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 368048957681 PRESTO,10.0,
2025-02-07,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 836883440295 PRESTO,5.0,
2025-02-08,Point of Sale - Interac RETAIL PURCHASE 763651075964 PIZZA,20.0,
2025-02-09,Point of Sale - Interac RETAIL PURCHASE 124281205577 PIZZA,14.0,
2025-02-09,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 074465307736 PRESTO,11.0,
2025-02-10,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 351397445621 PRESTO,5.0,
2025-02-11,Internet Banking INTERNET TRANSFER 701548196466 ,75.0,
2025-02-12,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 885530170461 PRESTO,9.0,
2025-02-13,Point of Sale - Interac RETAIL PURCHASE 796297821393 PIZZA,10.0,
2025-02-13,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 907763738840 PRESTO,7.0,
2025-02-16,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 089220941303 PRESTO,11.0,
2025-02-17,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 959627630770 PRESTO,11.0,
2025-02-18,Point of Sale - Interac RETAIL PURCHASE 437458974668 PIZZA,13.0,
2025-02-18,Internet Banking INTERNET TRANSFER 985272724725 ,51.0,
2025-02-18,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 773694303856 PRESTO,5.0,
2025-02-19,Point of Sale - Interac RETAIL PURCHASE 391555317329 PIZZA,10.0,
2025-02-19,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 157021534600 PRESTO,6.0,
2025-02-20,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 242524047343 PRESTO,11.0,
2025-02-21,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 920356246397 PRESTO,7.0,
2025-02-23,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 341820181227 PRESTO,3.0,
2025-02-24,Point of Sale - Interac RETAIL PURCHASE 405963812639 PIZZA,12.0,
2025-02-25,Internet Banking INTERNET TRANSFER 722097679043 ,90.0,
2025-02-25,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 287549972817 PRESTO,5.0,
2025-02-26,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 940297585116 PRESTO,11.0,
2025-02-27,Point of Sale - Interac RETAIL PURCHASE 060598091067 PIZZA,19.0,
2025-02-28,Branch Transaction CREDIT MEMO ,,7000.0
2025-02-28,Internet Banking INTERNET TRANSFER 853155311571 ,50000.0,
2025-03-01,Internet Banking E-TRANSFER 161605135327 BLUE HOCKEY CLUB,50.0,
2025-03-01,Point of Sale - Interac RETAIL PURCHASE 005486740223 PIZZA,14.0,
2025-03-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 972633935367 PRESTO,3.0,
2025-03-02,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 350619382107 PRESTO,8.0,
2025-03-03,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 982785128270 PRESTO,3.0,
2025-03-04,Internet Banking INTERNET TRANSFER 761892470662 ,67.0,
2025-03-04,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 475153059504 PRESTO,6.0,
2025-03-05,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 270704329433 PRESTO,5.0,
2025-03-06,Point of Sale - Interac RETAIL PURCHASE 154431347337 PIZZA,16.0,
2025-03-07,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 492177514346 PRESTO,12.0,
2025-03-08,Point of Sale - Interac RETAIL PURCHASE 000433686841 PIZZA,10.0,
2025-03-08,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 731803816134 PRESTO,7.0,
2025-03-10,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 253266078443 PRESTO,3.0,
2025-03-11,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 328518879617 PRESTO,9.0,
2025-03-11,Internet Banking INTERNET TRANSFER 120658481851 ,83.0,
2025-03-12,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 681334159169 PRESTO,4.0,
2025-03-14,Point of Sale - Interac RETAIL PURCHASE 479458226441 PIZZA,13.0,
2025-03-14,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 727186971065 PRESTO,9.0,
2025-03-15,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 741046828549 PRESTO,9.0,
2025-03-17,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 325327247504 PRESTO,6.0,
2025-03-18,Internet Banking INTERNET TRANSFER 361980431392 ,85.0,
2025-03-18,Point of Sale - Interac RETAIL PURCHASE 245290447409 PIZZA,16.0,
2025-03-18,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 601364147589 PRESTO,4.0,
2025-03-19,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 279478767466 PRESTO,8.0,
2025-03-20,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 926140894725 PRESTO,12.0,
2025-03-21,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 904984480144 PRESTO,11.0,
2025-03-22,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 358019543685 PRESTO,9.0,
2025-03-23,Point of Sale - Interac RETAIL PURCHASE 203695860600 PIZZA,18.0,
2025-03-23,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 615282646616 PRESTO,3.0,
2025-03-25,Point of Sale - Interac RETAIL PURCHASE 452488435244 PIZZA,11.0,
2025-03-25,Internet Banking INTERNET TRANSFER 684694646636 ,72.0,
2025-03-27,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 856508923683 PRESTO,10.0,
2025-03-28,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 956697259096 PRESTO,7.0,
2025-03-29,Point of Sale - Interac RETAIL PURCHASE 268829774774 PIZZA,13.0,
2025-03-29,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 469353788193 PRESTO,4.0,
2025-03-30,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 532212330152 PRESTO,3.0,
2025-03-31,Internet Banking INTERNET TRANSFER 193040394515 ,50000.0,
2025-03-31,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 304420732733 PRESTO,5.0,
2025-03-31,Point of Sale - Interac RETAIL PURCHASE 691165691273 PIZZA,14.0,
2025-03-31,Branch Transaction CREDIT MEMO ,,7000.0
2025-04-01,Internet Banking E-TRANSFER 625586648026 BLUE HOCKEY CLUB,50.0,
2025-04-01,Internet Banking INTERNET TRANSFER 901224184083 ,76.0,
2025-04-03,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 894245506626 PRESTO,8.0,
2025-04-04,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 935242327624 PRESTO,5.0,
2025-04-05,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 887517012230 PRESTO,4.0,
2025-04-06,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 035630898030 PRESTO,8.0,
2025-04-06,Point of Sale - Interac RETAIL PURCHASE 063468039890 PIZZA,17.0,
2025-04-08,Internet Banking INTERNET TRANSFER 891047739187 ,68.0,
2025-04-08,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 031585971986 PRESTO,3.0,
2025-04-08,Point of Sale - Interac RETAIL PURCHASE 859045216026 PIZZA,19.0,
2025-04-09,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 671310951882 PRESTO,4.0,
2025-04-10,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 363103029518 PRESTO,11.0,
2025-04-11,Point of Sale - Interac RETAIL PURCHASE 934366303985 PIZZA,16.0,
2025-04-12,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 498113275835 PRESTO,8.0,
2025-04-13,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 731812710562 PRESTO,5.0,
2025-04-15,Point of Sale - Interac RETAIL PURCHASE 165379553934 PIZZA,11.0,
2025-04-15,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 592349672411 PRESTO,3.0,
2025-04-15,Internet Banking INTERNET TRANSFER 525807877131 ,56.0,
2025-04-16,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 636525784667 PRESTO,11.0,
2025-04-17,Point of Sale - Interac RETAIL PURCHASE 333067439058 PIZZA,13.0,
2025-04-17,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 722355930639 PRESTO,10.0,
2025-04-19,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 367933898433 PRESTO,9.0,
2025-04-20,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 437068700993 PRESTO,5.0,
2025-04-22,Point of Sale - Interac RETAIL PURCHASE 941490654436 PIZZA,19.0,
2025-04-22,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 605780121860 PRESTO,8.0,
2025-04-22,Internet Banking INTERNET TRANSFER 915525559026 ,100.0,
2025-04-23,Point of Sale - Interac RETAIL PURCHASE 041506989731 PIZZA,14.0,
2025-04-23,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 518407810503 PRESTO,5.0,
2025-04-24,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 005319811088 PRESTO,5.0,
2025-04-25,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 117154875997 PRESTO,11.0,
2025-04-26,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 419991853201 PRESTO,4.0,
2025-04-27,Point of Sale - Interac RETAIL PURCHASE 336155834420 PIZZA,13.0,
2025-04-29,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 547913401230 PRESTO,12.0,
2025-04-29,Internet Banking INTERNET TRANSFER 467471545523 ,84.0,
2025-04-30,Internet Banking INTERNET TRANSFER 825950711483 ,50000.0,
2025-04-30,Branch Transaction CREDIT MEMO ,,7000.0
2025-04-30,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 116905658097 PRESTO,5.0,
2025-05-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 049090662611 PRESTO,3.0,
2025-05-01,Internet Banking E-TRANSFER 538415503362 BLUE HOCKEY CLUB,50.0,
2025-05-02,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 781095182997 PRESTO,5.0,
2025-05-02,Point of Sale - Interac RETAIL PURCHASE 908924502227 PIZZA,11.0,
2025-05-03,Point of Sale - Interac RETAIL PURCHASE 087517780553 PIZZA,13.0,
2025-05-05,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 744066363356 PRESTO,3.0,
2025-05-06,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 644066072133 PRESTO,4.0,
2025-05-06,Internet Banking INTERNET TRANSFER 960020711815 ,91.0,
2025-05-07,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 569517222213 PRESTO,12.0,
2025-05-08,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 363710293517 PRESTO,11.0,
2025-05-09,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 465964298534 PRESTO,9.0,
2025-05-10,Point of Sale - Interac RETAIL PURCHASE 625252415715 PIZZA,16.0,
2025-05-11,Point of Sale - Interac RETAIL PURCHASE 879847499151 PIZZA,15.0,
2025-05-11,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 736349204644 PRESTO,7.0,
2025-05-13,Internet Banking INTERNET TRANSFER 301660020614 ,67.0,
2025-05-13,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 764448727199 PRESTO,12.0,
2025-05-15,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 008804553164 PRESTO,11.0,
2025-05-17,Point of Sale - Interac RETAIL PURCHASE 412987084836 PIZZA,19.0,
2025-05-17,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 951651540572 PRESTO,12.0,
2025-05-18,Point of Sale - Interac RETAIL PURCHASE 688487586333 PIZZA,19.0,
2025-05-18,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 012730832482 PRESTO,12.0,
2025-05-19,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 262043812135 PRESTO,10.0,
2025-05-20,Internet Banking INTERNET TRANSFER 642579926973 ,63.0,
2025-05-20,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 051657613337 PRESTO,11.0,
2025-05-21,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 137014185121 PRESTO,3.0,
2025-05-22,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 736323260137 PRESTO,3.0,
2025-05-23,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 446772231004 PRESTO,10.0,
2025-05-25,Point of Sale - Interac RETAIL PURCHASE 466805236882 PIZZA,11.0,
2025-05-25,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 273097579007 PRESTO,12.0,
2025-05-27,Point of Sale - Interac RETAIL PURCHASE 326071441165 PIZZA,15.0,
2025-05-27,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 380531540674 PRESTO,6.0,
2025-05-27,Internet Banking INTERNET TRANSFER 070778887302 ,93.0,
2025-05-28,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 918632296273 PRESTO,12.0,
2025-05-29,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 003977845997 PRESTO,4.0,
2025-05-30,Point of Sale - Interac RETAIL PURCHASE 568229484195 PIZZA,17.0,
2025-05-30,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 425186055319 PRESTO,11.0,
2025-05-31,Branch Transaction CREDIT MEMO ,,7000.0
2025-05-31,Internet Banking INTERNET TRANSFER 354554250700 ,50000.0,
2025-06-01,Internet Banking E-TRANSFER 916400662186 BLUE HOCKEY CLUB,50.0,
2025-06-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 265055271189 PRESTO,10.0,
2025-06-03,Internet Banking INTERNET TRANSFER 808938541512 ,50.0,
2025-06-03,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 207863887424 PRESTO,10.0,
2025-06-03,Point of Sale - Interac RETAIL PURCHASE 988648551063 PIZZA,13.0,
2025-06-04,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 929941595386 PRESTO,4.0,
2025-06-05,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 334793336742 PRESTO,3.0,
2025-06-06,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 661214862855 PRESTO,9.0,
2025-06-06,Point of Sale - Interac RETAIL PURCHASE 860359284879 PIZZA,16.0,
2025-06-07,Point of Sale - Interac RETAIL PURCHASE 707530651316 PIZZA,18.0,
2025-06-07,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 839454522174 PRESTO,10.0,
2025-06-09,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 006451291760 PRESTO,4.0,
2025-06-10,Internet Banking INTERNET TRANSFER 434406615367 ,57.0,
2025-06-11,Point of Sale - Interac RETAIL PURCHASE 990185104389 PIZZA,13.0,
2025-06-11,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 611834384316 PRESTO,7.0,
2025-06-12,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 824083602079 PRESTO,12.0,
2025-06-14,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 180474277025 PRESTO,9.0,
2025-06-15,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 925819711451 PRESTO,7.0,
2025-06-16,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 004379498567 PRESTO,11.0,
2025-06-16,Point of Sale - Interac RETAIL PURCHASE 090576728115 PIZZA,14.0,
2025-06-17,Internet Banking INTERNET TRANSFER 800460679262 ,88.0,
2025-06-18,Point of Sale - Interac RETAIL PURCHASE 514242074833 PIZZA,16.0,
2025-06-18,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 076808265946 PRESTO,6.0,
2025-06-20,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 238889686311 PRESTO,9.0,
2025-06-21,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 748933601797 PRESTO,8.0,
2025-06-22,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 654203494627 PRESTO,4.0,
2025-06-22,Point of Sale - Interac RETAIL PURCHASE 651272867707 PIZZA,10.0,
2025-06-24,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 900525706473 PRESTO,11.0,
2025-06-24,Internet Banking INTERNET TRANSFER 249989644416 ,59.0,
2025-06-25,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 295427034470 PRESTO,10.0,
2025-06-26,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 279896154850 PRESTO,8.0,
2025-06-26,Point of Sale - Interac RETAIL PURCHASE 829879234870 PIZZA,16.0,
2025-06-28,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 961432913996 PRESTO,5.0,
2025-06-29,Point of Sale - Interac RETAIL PURCHASE 347299540429 PIZZA,14.0,
2025-06-30,Branch Transaction CREDIT MEMO ,,7000.0
2025-06-30,Internet Banking INTERNET TRANSFER 617707081506 ,50000.0,
2025-06-30,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 249683422369 PRESTO,7.0,
2025-07-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 980581199348 PRESTO,5.0,
2025-07-01,Internet Banking INTERNET TRANSFER 531228080211 ,68.0,
2025-07-01,Internet Banking E-TRANSFER 934853056940 BLUE HOCKEY CLUB,50.0,
2025-07-02,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 747569010894 PRESTO,5.0,
2025-07-02,Point of Sale - Interac RETAIL PURCHASE 425695244995 PIZZA,13.0,
2025-07-04,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 443239475739 PRESTO,12.0,
2025-07-05,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 705504935881 PRESTO,10.0,
2025-07-06,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 337512753440 PRESTO,9.0,
2025-07-08,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 313831412837 PRESTO,3.0,
2025-07-08,Point of Sale - Interac RETAIL PURCHASE 031001639442 PIZZA,18.0,
2025-07-08,Internet Banking INTERNET TRANSFER 764044855591 ,66.0,
2025-07-09,Point of Sale - Interac RETAIL PURCHASE 488189585545 PIZZA,11.0,
2025-07-10,Point of Sale - Interac RETAIL PURCHASE 368797838753 PIZZA,19.0,
2025-07-10,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 973126847918 PRESTO,9.0,
2025-07-11,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 827063566448 PRESTO,3.0,
2025-07-12,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 722267263123 PRESTO,3.0,
2025-07-13,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 859697187369 PRESTO,10.0,
2025-07-15,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 827872872765 PRESTO,11.0,
2025-07-15,Internet Banking INTERNET TRANSFER 502855122654 ,56.0,
2025-07-16,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 329041298841 PRESTO,9.0,
2025-07-17,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 541730108751 PRESTO,3.0,
2025-07-18,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 131362710801 PRESTO,7.0,
2025-07-20,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 408234483692 PRESTO,4.0,
2025-07-21,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 864560706683 PRESTO,7.0,
2025-07-21,Point of Sale - Interac RETAIL PURCHASE 638843643507 PIZZA,12.0,
2025-07-22,Point of Sale - Interac RETAIL PURCHASE 352578602536 PIZZA,16.0,
2025-07-22,Internet Banking INTERNET TRANSFER 964766664434 ,63.0,
2025-07-23,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 649451544457 PRESTO,6.0,
2025-07-24,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 765303929757 PRESTO,5.0,
2025-07-25,Point of Sale - Interac RETAIL PURCHASE 244142275259 PIZZA,17.0,
2025-07-26,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 043945188631 PRESTO,9.0,
2025-07-28,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 893036724146 PRESTO,9.0,
2025-07-29,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 023504192129 PRESTO,8.0,
2025-07-29,Point of Sale - Interac RETAIL PURCHASE 855154709934 PIZZA,18.0,
2025-07-29,Internet Banking INTERNET TRANSFER 836821742202 ,97.0,
2025-07-30,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 408223531377 PRESTO,12.0,
2025-07-30,Point of Sale - Interac RETAIL PURCHASE 266271243892 PIZZA,14.0,
2025-07-31,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 237415666581 PRESTO,8.0,
2025-07-31,Internet Banking INTERNET TRANSFER 757710935231 ,50000.0,
2025-07-31,Branch Transaction CREDIT MEMO ,,7000.0
2025-08-01,Point of Sale - Interac RETAIL PURCHASE 443087776693 PIZZA,20.0,
2025-08-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 214911694990 PRESTO,5.0,
2025-08-01,Internet Banking E-TRANSFER 460816300283 BLUE HOCKEY CLUB,50.0,
2025-08-03,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 959758543572 PRESTO,10.0,
2025-08-04,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 550041585544 PRESTO,11.0,
2025-08-05,Internet Banking INTERNET TRANSFER 315148263053 ,80.0,
2025-08-07,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 024984758929 PRESTO,12.0,
2025-08-08,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 298241362773 PRESTO,11.0,
2025-08-08,Point of Sale - Interac RETAIL PURCHASE 858004759514 PIZZA,11.0,
2025-08-09,Point of Sale - Interac RETAIL PURCHASE 400396475725 PIZZA,10.0,
2025-08-09,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 848035002298 PRESTO,10.0,
2025-08-10,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 486359509289 PRESTO,10.0,
2025-08-11,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE 240043447533 PRESTO,8.0,
2025-08-12,Internet Banking INTERNET TRANSFER 710335176896 ,81.0,
2025-08-13,Point of Sale - Interac RETAIL PURCHASE 576153983795 PIZZA,18.0,
